Place_Id,Place_Name,Description,Category,Sub_Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Province,Category_Clean,c1_ticket_price,c2_rating,facility_toilet_mentioned,facility_parking_mentioned,facility_food_mentioned,facility_worship_mentioned,facility_accessibility_mentioned,facility_information_center_mentioned,c4_facility_score,activity_tags
52,Pantai Lagundri,"Pantai Lagundri di Simalungun, Sumatera Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Simalungun,5000,4.6,180.0,"{'lat': 2.936416, 'lng': 98.985113}",2.936416,98.985113,Sumatera Utara,bahari,5000.0,4.6,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
53,Pantai Pasir Putih Parbaba Samosir,"Pantai Pasir Putih Parbaba Samosir di Simalungun, Sumatera Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Simalungun,20000,4.8,150.0,"{'lat': 2.933652, 'lng': 98.970183}",2.933652,98.970183,Sumatera Utara,bahari,20000.0,4.8,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
54,Pantai Batu Hoda,"Pantai Batu Hoda di Kota Pematangsiantar, Sumatera Utara. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Kota Pematangsiantar,10000,4.8,180.0,"{'lat': 2.986698, 'lng': 99.04431}",2.986698,99.04431,Sumatera Utara,bahari,10000.0,4.8,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
55,Pantai Pandan Sibolga,"Pantai Pandan Sibolga di Langkat, Sumatera Utara. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Langkat,30000,4.4,120.0,"{'lat': 3.750894, 'lng': 98.273499}",3.750894,98.273499,Sumatera Utara,bahari,30000.0,4.4,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
56,Pantai Bosur Tapanuli,"Pantai Bosur Tapanuli di Simalungun, Sumatera Utara. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Simalungun,10000,4.6,150.0,"{'lat': 2.936815, 'lng': 99.025474}",2.936815,99.025474,Sumatera Utara,bahari,10000.0,4.6,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
57,Pantai Cermin Theme Park,"Pantai Cermin Theme Park di Kota Medan, Sumatera Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Kota Medan,5000,4.9,240.0,"{'lat': 3.633915, 'lng': 98.681102}",3.633915,98.681102,Sumatera Utara,bahari,5000.0,4.9,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
58,Pantai Romance Bay,"Pantai Romance Bay di Langkat, Sumatera Utara. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Langkat,10000,4.2,120.0,"{'lat': 3.740718, 'lng': 98.241972}",3.740718,98.241972,Sumatera Utara,bahari,10000.0,4.2,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
59,Pantai Sigurgur Samosir,"Pantai Sigurgur Samosir di Samosir, Sumatera Utara. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Samosir,25000,4.5,120.0,"{'lat': 2.648973, 'lng': 98.713864}",2.648973,98.713864,Sumatera Utara,bahari,25000.0,4.5,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
60,Pantai Lumban Bulbul Balige,"Pantai Lumban Bulbul Balige di Simalungun, Sumatera Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Simalungun,15000,4.9,240.0,"{'lat': 2.952491, 'lng': 99.004714}",2.952491,99.004714,Sumatera Utara,bahari,15000.0,4.9,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
61,Pantai Bintang Lagundri,"Pantai Bintang Lagundri di Toba, Sumatera Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Toba,10000,4.6,240.0,"{'lat': 2.41222, 'lng': 99.062706}",2.41222,99.062706,Sumatera Utara,bahari,10000.0,4.6,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
62,Pantai Tureloto Laut Mati Nias,"Pantai Tureloto Laut Mati Nias di Samosir, Sumatera Utara. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Samosir,15000,4.7,120.0,"{'lat': 2.650384, 'lng': 98.695459}",2.650384,98.695459,Sumatera Utara,bahari,15000.0,4.7,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
63,Pantai Muara Indah Deli,"Pantai Muara Indah Deli di Langkat, Sumatera Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Langkat,20000,4.8,180.0,"{'lat': 3.722224, 'lng': 98.227116}",3.722224,98.227116,Sumatera Utara,bahari,20000.0,4.8,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
64,Pantai Bali Lestari Serdang,"Pantai Bali Lestari Serdang di Kota Medan, Sumatera Utara. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Kota Medan,25000,4.2,240.0,"{'lat': 3.621831, 'lng': 98.663358}",3.621831,98.663358,Sumatera Utara,bahari,25000.0,4.2,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
65,Gunung Sibayak Berastagi,"Gunung Sibayak Berastagi di Nias Selatan, Sumatera Utara. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Gunung,Nias Selatan,25000,4.5,360.0,"{'lat': 0.786978, 'lng': 97.778276}",0.786978,97.778276,Sumatera Utara,alam,25000.0,4.5,1,1,1,0,0,0,0.5,camping|fotografi|gunung|hiking
66,Gunung Sinabung,"Gunung Sinabung di Simalungun, Sumatera Utara. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Gunung,Simalungun,50000,4.4,360.0,"{'lat': 2.96351, 'lng': 99.023851}",2.96351,99.023851,Sumatera Utara,alam,50000.0,4.4,1,1,1,1,0,1,0.8333,camping|fotografi|gunung|hiking
67,Gunung Sibuatan,"Gunung Sibuatan di Tapanuli Tengah, Sumatera Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Gunung,Tapanuli Tengah,10000,4.8,240.0,"{'lat': 1.890651, 'lng': 98.67974}",1.890651,98.67974,Sumatera Utara,alam,10000.0,4.8,1,1,1,0,0,0,0.5,camping|fotografi|gunung|hiking
68,Gunung Pusuk Buhit Samosir,"Gunung Pusuk Buhit Samosir di Kota Pematangsiantar, Sumatera Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Gunung,Kota Pematangsiantar,25000,4.6,360.0,"{'lat': 2.956376, 'lng': 99.047}",2.956376,99.047,Sumatera Utara,alam,25000.0,4.6,1,1,1,1,0,1,0.8333,camping|fotografi|gunung|hiking
69,Bukit Gundaling Berastagi,"Bukit Gundaling Berastagi di Kota Pematangsiantar, Sumatera Utara. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Perbukitan,Kota Pematangsiantar,15000,4.3,180.0,"{'lat': 2.924167, 'lng': 99.096154}",2.924167,99.096154,Sumatera Utara,alam,15000.0,4.3,1,1,1,1,0,0,0.6667,camping|fotografi|gunung|hiking
70,Bukit Holbung Samosir,"Bukit Holbung Samosir di Simalungun, Sumatera Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Simalungun,50000,4.3,240.0,"{'lat': 2.922191, 'lng': 98.970098}",2.922191,98.970098,Sumatera Utara,alam,50000.0,4.3,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
71,Bukit Sibea-bea,"Bukit Sibea-bea di Samosir, Sumatera Utara. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Perbukitan,Samosir,10000,4.4,300.0,"{'lat': 2.64188, 'lng': 98.736534}",2.64188,98.736534,Sumatera Utara,alam,10000.0,4.4,1,1,1,1,1,1,1.0,camping|fotografi|gunung|hiking
72,Puncak 2000 Siosar,"Puncak 2000 Siosar di Langkat, Sumatera Utara. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Perbukitan,Langkat,50000,4.5,180.0,"{'lat': 3.782642, 'lng': 98.240025}",3.782642,98.240025,Sumatera Utara,alam,50000.0,4.5,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
73,Bukit Gajah Bobok,"Bukit Gajah Bobok di Langkat, Sumatera Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Langkat,35000,4.3,180.0,"{'lat': 3.771798, 'lng': 98.278023}",3.771798,98.278023,Sumatera Utara,alam,35000.0,4.3,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
74,Bukit Siadtaratas Silalahi,"Bukit Siadtaratas Silalahi di Langkat, Sumatera Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Langkat,25000,4.9,180.0,"{'lat': 3.761803, 'lng': 98.211012}",3.761803,98.211012,Sumatera Utara,alam,25000.0,4.9,1,1,1,1,1,1,1.0,camping|fotografi|gunung|hiking
75,Danau Toba (Parapat),"Danau Toba (Parapat) di Kota Medan, Sumatera Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Danau,Kota Medan,30000,4.6,180.0,"{'lat': 3.611785, 'lng': 98.667039}",3.611785,98.667039,Sumatera Utara,alam,30000.0,4.6,1,1,1,1,1,1,1.0,alam|edukasi|fotografi|hiking|rekreasi_keluarga
76,Air Terjun Sipiso-piso,"Air Terjun Sipiso-piso di Toba, Sumatera Utara. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Air Terjun,Toba,10000,4.6,180.0,"{'lat': 2.364772, 'lng': 99.094837}",2.364772,99.094837,Sumatera Utara,alam,10000.0,4.6,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
77,Taman Wisata Alam Tangkahan,"Taman Wisata Alam Tangkahan di Kota Pematangsiantar, Sumatera Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Taman Nasional,Kota Pematangsiantar,25000,4.7,120.0,"{'lat': 2.973455, 'lng': 99.046912}",2.973455,99.046912,Sumatera Utara,alam,25000.0,4.7,1,1,1,0,1,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
78,Bukit Lawang Ekowisata Orangutan,"Bukit Lawang Ekowisata Orangutan di Langkat, Sumatera Utara. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Taman Nasional,Langkat,20000,4.2,120.0,"{'lat': 3.737227, 'lng': 98.280426}",3.737227,98.280426,Sumatera Utara,alam,20000.0,4.2,1,1,1,0,0,1,0.6667,edukasi|fotografi|hiking|rekreasi_keluarga
79,Air Terjun Sigura-gura,"Air Terjun Sigura-gura di Simalungun, Sumatera Utara. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Air Terjun,Simalungun,25000,4.9,180.0,"{'lat': 2.954414, 'lng': 98.979226}",2.954414,98.979226,Sumatera Utara,alam,25000.0,4.9,1,1,1,0,0,1,0.6667,alam|edukasi|fotografi|hiking|rekreasi_keluarga
80,Air Terjun Ponot Asahan,"Air Terjun Ponot Asahan di Deli Serdang, Sumatera Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Air Terjun,Deli Serdang,30000,4.7,180.0,"{'lat': 3.498643, 'lng': 98.684496}",3.498643,98.684496,Sumatera Utara,alam,30000.0,4.7,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
81,Pemandian Air Panas Aek Rangat,"Pemandian Air Panas Aek Rangat di Simalungun, Sumatera Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Taman Nasional,Simalungun,25000,4.6,150.0,"{'lat': 2.969675, 'lng': 98.986463}",2.969675,98.986463,Sumatera Utara,alam,25000.0,4.6,1,1,1,0,1,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
82,Danau Lau Kawar,"Danau Lau Kawar di Karo, Sumatera Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Danau,Karo,15000,4.5,120.0,"{'lat': 3.101944, 'lng': 98.51943}",3.101944,98.51943,Sumatera Utara,alam,15000.0,4.5,1,1,1,1,1,1,1.0,alam|edukasi|fotografi|hiking|rekreasi_keluarga
83,Istana Maimun Medan,"Istana Maimun Medan di Kota Pematangsiantar, Sumatera Utara. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Keraton,Kota Pematangsiantar,15000,4.3,60.0,"{'lat': 2.998129, 'lng': 99.061971}",2.998129,99.061971,Sumatera Utara,budaya,15000.0,4.3,1,1,0,0,0,1,0.5,budaya|edukasi|fotografi|sejarah
84,Desa Adat Tomok Samosir,"Desa Adat Tomok Samosir di Nias Selatan, Sumatera Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Desa Adat,Nias Selatan,5000,4.6,120.0,"{'lat': 0.769431, 'lng': 97.731945}",0.769431,97.731945,Sumatera Utara,budaya,5000.0,4.6,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
85,Desa Bawomataluo Nias (Lompat Batu),"Desa Bawomataluo Nias (Lompat Batu) di Tapanuli Tengah, Sumatera Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Desa Adat,Tapanuli Tengah,20000,4.9,90.0,"{'lat': 1.844281, 'lng': 98.649447}",1.844281,98.649447,Sumatera Utara,budaya,20000.0,4.9,1,1,1,0,1,1,0.8333,budaya|edukasi|fotografi|sejarah
86,Museum TB Silalahi Center,"Museum TB Silalahi Center di Deli Serdang, Sumatera Utara. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Museum,Deli Serdang,20000,4.3,120.0,"{'lat': 3.452427, 'lng': 98.665227}",3.452427,98.665227,Sumatera Utara,budaya,20000.0,4.3,1,1,1,0,1,1,0.8333,budaya|edukasi|fotografi|sejarah
87,Perkampungan Batu Huta Siallagan,"Perkampungan Batu Huta Siallagan di Simalungun, Sumatera Utara. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Situs Sejarah,Simalungun,10000,4.3,120.0,"{'lat': 2.98593, 'lng': 98.966814}",2.98593,98.966814,Sumatera Utara,budaya,10000.0,4.3,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
88,Tjong A Fie Mansion,"Tjong A Fie Mansion di Nias Selatan, Sumatera Utara. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Situs Sejarah,Nias Selatan,20000,4.6,120.0,"{'lat': 0.768506, 'lng': 97.746041}",0.768506,97.746041,Sumatera Utara,budaya,20000.0,4.6,1,1,1,1,1,1,1.0,budaya|edukasi|fotografi|sejarah
89,Makam Raja Sidabutar,"Makam Raja Sidabutar di Simalungun, Sumatera Utara. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Situs Sejarah,Simalungun,10000,4.5,90.0,"{'lat': 2.969207, 'lng': 99.035807}",2.969207,99.035807,Sumatera Utara,budaya,10000.0,4.5,1,1,0,0,0,1,0.5,budaya|edukasi|fotografi|sejarah
90,Mikie Funland Berastagi,"Mikie Funland Berastagi di Toba, Sumatera Utara. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Toba,200000,4.9,180.0,"{'lat': 2.355823, 'lng': 99.059381}",2.355823,99.059381,Sumatera Utara,hiburan,200000.0,4.9,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
91,Rahmat International Wildlife Museum,"Rahmat International Wildlife Museum di Tapanuli Tengah, Sumatera Utara. Kawasan rekreasi bertema dengan wahana pemacu adrenalin, kolam renang bergelombang, serta taman bermain anak yang aman. Dilengkapi staf pengawas keselamatan dan berbagai tenant kuliner lezat.",Taman Hiburan,Taman Rekreasi,Tapanuli Tengah,200000,4.9,120.0,"{'lat': 1.861818, 'lng': 98.683256}",1.861818,98.683256,Sumatera Utara,hiburan,200000.0,4.9,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga|sejarah
92,Taman Hewan Pematang Siantar,"Taman Hewan Pematang Siantar di Kota Medan, Sumatera Utara. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Kota Medan,200000,4.5,240.0,"{'lat': 3.573874, 'lng': 98.653364}",3.573874,98.653364,Sumatera Utara,hiburan,200000.0,4.5,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
93,The Le Hu Garden Deli,"The Le Hu Garden Deli di Nias Selatan, Sumatera Utara. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Nias Selatan,75000,4.4,120.0,"{'lat': 0.770265, 'lng': 97.761811}",0.770265,97.761811,Sumatera Utara,hiburan,75000.0,4.4,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
